IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,44,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.94.15,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,44,0.00
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.127.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,44,0.00
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.155.238,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
47.237.8.82,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.85.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.40.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.127.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.201.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.91.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.222.36,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.60.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.252.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,46,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,0.00
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.99.169,8443,8443,true,SIN,Asia Pacific,Singapore,46,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,46,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.157.96,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.243.95,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.127.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.34.188,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.145.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.6.150,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.127.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.82.15,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.77.222,8880,8880,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,51,0.00
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
